Exajoules (input-equivalent)*,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0.0020446363636363635,0.0019149777126099706,0.001989990675990676,0.0019393092067168498,0.00199869332566168,0.001763839908519153,0.002667947159090908,0.0028347859966120817,0.003694676206509538,0.0061847763524818695,0.0064586618625277125,0.006751484622589525,0.011198503285870747,0.017626158954817624,0.022996446428571404,0.030795550295857954,0.031051800000000004,0.04286592947368423,0.05598811451044656,0.06191515086721458,0.1028409212962782,0.31235686026908227,0.002215166832927545,,
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.0014600000000000001,0.00231,0.0019700000000000004,0.004868000000000002,0.004310824675324675,0.004666006451612904,0.004200634615384615,0.003989694267515923,0.004399234177215188,0.004196433962264151,0.004423612499999998,0.00474014906832298,0.004744888888888888,0.004298079754601225,0.00493798170731707,0.005059199999999997,0.0069836204819277055,0.024013670658682616,0.056809446428571386,0.07170449112426028,0.0953030549271891,0.1021663504066326,0.10708453289430199,0.11188287913710213,0.04195428783940747,0.3656835239198364,0.004002885231895415,,
Eastern Africa,0,0,0,0,0,0,0.00126,0.0012700000000000003,0.00132,0.00136,0.00133,0.00146,0.00149,0.00155,0.0016100000000000003,0.0016700000000000003,0.00177,0.00195,0.0018900000000000002,0.0019200000000000003,0.0022700000000000003,0.00617,0.006149999999999999,0.00583,0.0057399999999999994,0.00713,0.0071600000000000006,0.00709,0.006980000000000001,0.005860000000000001,0.0073,0.008940930879110345,0.009120930879110345,0.01146501965295753,0.011321861758220688,0.014998631578947368,0.015854641209793047,0.014701296193576626,0.018610557115412672,0.021279873439759966,0.020875775127129438,0.022158797546990853,0.021285783456385612,0.022385925986777765,0.025849454900251447,0.02881203945543946,0.02936354917618997,0.03234501531080941,0.0367630649495573,0.049144370819919944,0.06758027454791965,0.0694422993910826,0.07103736642162418,0.07775994568295133,0.09157560214010496,0.08798589440675143,-0.04182452817608984,0.13483530767164953,0.0031479118168232802,,
Middle Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.00008,0.00008,0.00008,0.00009,0.00009,0.00007000000000000001,0.00007000000000000001,0.00007000000000000001,0.00007000000000000001,0.00007000000000000001,0.0000700223376664829,0.00007309451599371049,0.0000744109615723674,0.00007634407626234801,0.00008963088625141334,0.006270469245430994,0.0008461569385590027,0.0008819167069994509,0.0008432755554103184,0.0007557918445734216,0.0008078586586373373,0.0008629478186085691,0.0009359360241787899,0.0010113483236427142,0.0007076158913393951,0.0008647306460148405,0.0009289799924919605,0.0011430291241606443,0.0011390172951071089,0.0011363557914820985,-0.005062522662533153,0.030519183449155163,0.00004065592386417321,,
Western Africa,0,0,0,0,0,0,0.00037999999999999997,0.00037999999999999997,0.00037999999999999997,0.00039000000000000005,0.00039000000000000005,0.00039000000000000005,0.0004,0.0004,0.0004,0.0004,0.00041,0.00041,0.00041,0.00042,0.00042,0.00042,0.00043000000000000004,0.00043000000000000004,0.00043000000000000004,0.00092,0.001,0.00105,0.00111,0.001184,0.0012029999999999999,0.0013410000000000002,0.0013520000000000001,0.0014060000000000001,0.0014579999999999999,0.0016534100000262265,0.0017368281818097432,0.0018310842578803605,0.0017210048076829539,0.002599748075057441,0.0027167416689977976,0.0027958467894857422,0.002758956126714873,0.0026984323591650442,0.0024048766674114254,0.0026265640875574496,0.0029174487795422797,0.0033213303409925137,0.004021090461210389,0.004212750301115252,0.0057840785976250786,0.006545562610290861,0.007706352662095811,0.009083715650346654,0.00931417503491654,0.010073834365966147,0.07860440572493888,0.14499913512333373,0.0003604162059743972,,
Other Northern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023,0.00023844155844155845,0.0002961290322580645,0.00032677269230769226,0.0004396362420382164,0.0004251850632911391,0.00039167037735849037,0.00044463712499999983,0.00041141795031055884,0.0009641644444444438,0.0013714138573619626,0.0011019894969512187,0.0019401880460772091,0.003504573298192768,0.005031911182634726,0.004746959330357139,0.005352609630785437,0.00531177975,0.005681871973684211,0.006074550036870135,0.006035390675776144,-0.00916108999261267,0.2020881063124449,0.00021593094842669376,,
Other Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032250000088654987,0.0012470000004380596,0.0012900000004172,0.0016770000002294602,0.0017200000002086002,0.0019554732030077275,0.0019704732030077277,0.0022193862314558626,0.0012980000000000003,0.0014366103896103898,0.0015339483870967744,0.0014436923076923073,0.0015212292993630572,0.0015435569620253157,0.0014510943396226414,0.0014831437499999997,0.0014093105590062105,0.0012476111111111106,0.0017487055214723917,0.002552487804878047,0.0028337454545454524,0.0027945726506947016,0.002396512987958252,0.0023941668170474545,0.0025474155645425736,0.002670458627271029,0.002973344737059694,0.00426964973022686,0.00494215253329738,0.15434513267143934,0.1309184816391249,0.0001768176645246009,,
Total Africa,0,0,0,0,0,0,0.00164,0.0016500000000000004,0.0017000000000000001,0.0017500000000000003,0.0017200000000000002,0.00185,0.0018900000000000002,0.00195,0.0020100000000000005,0.0020700000000000002,0.00218,0.00236,0.0023,0.0023400000000000005,0.00269,0.00659,0.006579999999999999,0.00626,0.00617,0.00808,0.00824,0.00854250000088655,0.009417000000438061,0.008424000000417202,0.01027000000022946,0.012671930879318945,0.013958404082118073,0.017221492855965262,0.01715924798967655,0.024565041578973597,0.02747932289810044,0.027123988163931634,0.031181870868350982,0.03676766436930789,0.03699818429917957,0.04486005611478351,0.04025625978302311,0.04421230565147416,0.04956544609052548,0.059346257097693006,0.0645362848931944,0.07042727154984743,0.08123057144736076,0.11469346247754633,0.17935663414532763,0.21345599228176498,0.24312588328976295,0.2788362231995029,0.3386814573988879,0.37538895697363195,0.1053551823028005,0.21188452564578397,0.013430463388817777,,
Australia,0.00296,0.0028400000000000005,0.0029,0.0028200000000000005,0.0028100000000000004,0.00261,0.0026300000000000004,0.0028000000000000004,0.00338,0.00429,0.004889999999999999,0.00484,0.00429,0.00405,0.00418,0.00385,0.00404,0.005160000000000001,0.00431,0.00441,0.004560000000000001,0.0046,0.0047,0.00731,0.0081,0.007595000000000001,0.007249500000000001,0.006821000000000001,0.006866000000000001,0.007194000000000001,0.0085365,0.009791,0.010351500000000001,0.011346,0.012171000000000001,0.010702500000000002,0.011312561688311688,0.018346674193548386,0.02411760576923077,0.03589360509554139,0.05087831012658226,0.059584358490566015,0.06924062812499997,0.06931327639751549,0.07097303583966487,0.07888603293328812,0.1030930472698241,0.12272315454545446,0.1515073283132529,0.16743295724550886,0.1976850023382548,0.21824674594577387,0.23121027775332825,0.2879500060022796,0.36759692133171074,0.4428380015974448,0.2013921664590197,0.1787666720914738,0.015843618884211014,,
Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.870967741935483E-7,0.000008826923076923077,0.000018515923566878975,0.00003292405063291138,0.00006735849056603772,0.00010136249999999996,0.00017200621118012413,0.0002946666666666665,0.00048246625766871126,0.0006203963414634142,0.0009272727272727266,0.001287015722891565,0.0016311723952095799,0.0018774557142857123,0.002063752721893489,0.0023518709999999997,0.0025323378947368414,0.003184125247403418,0.0037382903618173365,0.17083222676780752,0.2687203713080959,0.00013374653385098042,,
China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006802020202020203,0.000750909090909091,0.002473131313131313,0.0033312121212121216,0.00848838383838384,0.03637161616161616,0.01635939393939394,0.02930979797979798,0.028495555555555562,0.03010737373737374,0.0314889898989899,0.03282736127508855,0.03387097947214076,0.03527797202797203,0.037828789808917185,0.07119400460299193,0.10526994854202398,0.14780080113636357,0.2672083229813663,0.4604480017579998,0.7039957085889565,0.9734345121951216,1.2682996793454537,1.6937931333795166,2.1029994754491,2.542188803571426,3.3453877042011806,4.517977357894736,5.6943182105263155,6.61468164195002,7.665952078367347,0.15576338634730602,0.30536761918609434,0.2742682937691641,,
China Hong Kong SAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000006678113207547167,0.000008271562499999996,0.00000766900621118012,0.000010379444444444438,0.0003791302453987728,0.00041570286585365825,0.00039786490909090883,0.00034976168674698776,0.00041229377245508947,0.0005358733928571424,0.0006017788757396444,0.0006024960000000001,0.0006172342105263159,0.0006762262353947174,0.0010843871387667301,0.5992049343448247,0.5184195638729447,0.0000387966174709141,,
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006788936663936663,0.0020798132132132134,0.0020786189189189188,0.0034681954954954948,0.005715652852852853,0.010612751460551462,0.016405892547092547,0.019757272727272727,0.023775883838383832,0.031381394348894344,0.03275149535899536,0.04138213886451386,0.041833477050804466,0.05230620004173754,0.08339937377814988,0.09726460057770658,0.14368047169811318,0.18307214999999993,0.2256341366459626,0.26433111111111096,0.31786829447852744,0.39104840853658507,0.4586995636363632,0.5153924819277105,0.5775511796407181,0.5931095999999995,0.7226819720217266,0.891699446132533,1.108279748022443,1.2413186273245262,1.3429832082168283,0.07894445930905025,0.1672758464678168,0.04804852799924027,,
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112742,0.010514599999999999,0.010857399999999998,0.010919700000000001,0.0160391,0.022125300000000004,0.0234287,0.0272838,0.032865000000000005,0.03940729999999999,0.048724,0.059954142857142866,0.06162741290322581,0.06180709615384614,0.06495775796178344,0.06405664556962025,0.06422150943396225,0.06731062874999996,0.07922705869565212,0.0881196416666666,0.08831244478527603,0.08849137499999994,0.08863183363636357,0.08766485240963849,0.09313664281437119,0.0937728348214285,0.09938431863905316,0.1177929,0.13007666315789473,0.13266379352724292,0.1494569171967373,0.1235059770347342,0.04176069787385539,0.0053471888752373315,,
Japan,0,0,0,0,0,0.00242704,0.00235611,0.00248591,0.00253998,0.0030754700000000003,0.0037850700000000006,0.00367553,0.0053377400000000005,0.008276440000000001,0.01099732,0.010914400000000003,0.01136527,0.09870767000000001,0.11030233,0.12119022999999998,0.12699479,0.13803359,0.14792468,0.15986553,0.17046979,0.11341126,0.11651857,0.11860617,0.11582831595959596,0.13502493595959597,0.14335605595959597,0.15304106191919195,0.1653488944185001,0.16322945957070709,0.16741198636363638,0.16564143719178084,0.166715150684042,0.17814066387096772,0.19284296538461537,0.2023603154689817,0.24427794437424127,0.24690379811320745,0.26058259546874984,0.25498705604335054,0.25309756594413224,0.2791000732753986,0.2892388966463413,0.3173989753542962,0.3799068532448184,0.4781462423940266,0.6215456810970985,0.6548881151138028,0.7871273068116545,0.8830261881726068,0.9909394113036635,1.1153781535959681,0.12250119393134873,0.1462409328655898,0.039905397264017144,,
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570903,0.00570366116883117,0.00399181935483871,0.004084903846153846,0.005616756687898086,0.005737499999999998,0.006004181886792451,0.0072653293124999956,0.007571703913043474,0.013159586666666659,0.011854726288343552,0.014344075591463402,0.013989414981818172,0.01147122108433734,0.008428742514970052,0.009325714285714277,0.0096869822485207,0.009855,0.017742631578947368,0.023443870388006632,0.027966888437206395,0.1896702938600494,0.0594457089729683,0.0010005842321073796,,
New Zealand,0.013480000000000002,0.01359,0.011340000000000001,0.01295,0.013269999999999999,0.012730000000000002,0.012560000000000002,0.012570000000000001,0.012430000000000002,0.01759722105263158,0.017868273684210526,0.017355115789473685,0.016586694736842107,0.016818273684210527,0.015582484210526316,0.01652143157894737,0.01619248421052632,0.016489852631578948,0.016670484210526318,0.01819095789473684,0.016908726315789473,0.017636989473684212,0.017585647368421053,0.01767947368421053,0.022609157894736838,0.026085368421052635,0.027851684210526313,0.027617961722488038,0.02884196384901648,0.027376416799574692,0.026826401010101007,0.02633823315257841,0.027309777660818723,0.031075268548644345,0.033480581924508236,0.03599582817650186,0.03421582489281054,0.03288369976818644,0.03193037558036673,0.0348446820316,0.04108843520215613,0.043408955960916,0.04796399904122606,0.05503830578031623,0.06515557523991278,0.07588120453104662,0.08164866049095863,0.08311045376075561,0.08521606926116246,0.09361542633646376,0.09997057325048726,0.09914559771965292,0.09661883804370723,0.09553183619501127,0.09782021281908568,0.09839244899685455,0.0031016529320964104,0.041472248372214304,0.0035202319073046073,,
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009267000000000001,0.00866437012987013,0.009484025806451612,0.01021078846153846,0.010489757961783436,0,0,0.0000019316249999999995,0.000015052919254658378,0.00005031999999999998,0.00012604196319018396,0.0002503042682926827,0.000786466363636363,0.0027291757145312696,0.005051014421516294,0.009525507244472747,0.020859393395869934,0.03737283774542698,0.04838360455548022,0.04804446000169871,0.04480039529062668,-0.07006989281525344,0.9860504137799306,0.001602844350047276,,
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00003,0.006369400000000002,0.020448499999999998,0.03912190000000001,0.039078600000000005,0.0493498,0.053584599999999996,0.05942180000000001,0.055733000000000005,0.04895970000000001,0.0522291,0.0570166,0.0589576,0.05758,0.057,0.05667000000000001,0.0632,0.06135,0.06534,0.07237,0.08914,0.10594,0.11626,0.10374194805194804,0.101103318,0.09633550846153843,0.10019599681528661,0.09607459727848096,0.10122913018867923,0.09824358543749998,0.10249546024844716,0.09825279388888886,0.0940470631288343,0.09466427195121946,0.09745143054545446,0.09109619999999992,0.09777690377245499,0.11200053535714277,0.1255554575147928,0.122201415,0.12474570342331333,0.12496969464973373,0.1280454765714286,0.02181273548320206,0.024344358643741737,0.004581141914936757,,
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0.00085,0.00085,0.00085,0.00085,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.0024500000000000004,0.004699285714285715,0.004668967741935484,0.004854807692307691,0.0046679617834394895,0.004625429667721517,0.004558868830188678,0.0047201379749999975,0.004952823463509316,0.004993071038888887,0.005540329134662573,0.005691597527743898,0.005970769085454541,0.0066201908428504715,0.007041513333475053,0.007841423641429212,0.00805753425853527,0.008078887045899397,0.00803166033250191,0.008512304483649626,0.00865520254090253,0.014009127975615598,0.054794703755034924,0.000309661162612621,,
South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00001,0.00002,0.000030000000000000004,0.000030000000000000004,0.00252,0.00406,0.0008200000000000001,0.00064,0.00097411,0.00100969,0.0010608066233766232,0.001983324193548387,0.002163743653846153,0.0034126135289581517,0.00391312731202291,0.004919317478594715,0.007944756835831871,0.01305180113617844,0.01691130257037002,0.0420333017690967,0.07083141579564789,0.0799111476640551,0.09364022132530114,0.13463716319305585,0.1577170319318902,0.17142934676532484,0.21730825422,0.243159715244972,0.27212263187661034,0.3290520072191864,0.20590101512736259,0.3202578557217137,0.011772645022918743,,
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000035000000000000004,0.00003832,0.00004374504467532468,0.0000504096361083871,0.000056980128184615374,0.00006202657577579617,0.00009006744504303793,0.00009115072727547168,0.00008971735022999996,0.0001457479763776397,0.00031449292951111097,0.0008716956609865025,0.001231095798175609,0.0016597121626472716,0.0025379000954024074,0.003132659118783231,0.004091292857142853,0.004524816568047333,0.00592578,0.006573810526315788,0.007063802716687994,0.01006224051524239,0.420587247023686,0.365031795769831,0.00036000140744399785,,
Taiwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00008282489999999999,0.00004545145,0.0000350599,0.000029558800000000002,0.000045321,0.000028272000000000003,0.0000310436,0.0031721424000000008,0.003461438,0.00394528202,0.0042111909,0.0036348286000000003,0.0038535519000000005,0.005167886149999999,0.00595200458,0.005202695220000001,0.006172268445,0.007530775870000001,0.010596316495,0.01368456452181818,0.017194661053838704,0.017784784706249997,0.018256246616751588,0.01879275415727848,0.02046456688528301,0.02222315930446874,0.022888762263167692,0.024011880505833322,0.027042534091656426,0.031612259274420705,0.031598741104363615,0.03504536893870479,0.03610805281706585,0.03928641698068925,0.04046626595556209,0.047232987507,0.05711619390131579,0.07030958244706267,0.09163084815595102,0.2996875741102598,0.11341952930047405,0.0032783190037507254,,
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000492,0.0003019000000000001,0.00021570000000000007,0.0002500899999999999,0.00029667000000000007,0.00020861,0.00029429,0.0005076354,0.0014274905999999998,0.0020712081,0.002735002650000001,0.0030951109499999987,0.004474332869999997,0.005268974909999998,0.006170548010844151,0.007426937519419356,0.012078107483076922,0.017949900505414,0.01797525379537973,0.01949728936698112,0.023510590603874983,0.020707725444037248,0.02170048135666665,0.03217559484478526,0.03804930186749998,0.04832997330818177,0.06668551534784091,0.0828851219046161,0.09146150864988209,0.11351508486701531,0.13451012930700001,0.16037472472631578,0.1908004425407293,0.18209232062082092,-0.04824748726481354,0.2428279198658856,0.0065148007155005,,
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048417721518987327,0.0006254716981132074,0.0007554374999999996,0.0005388260869565216,0.0006951111111111106,0.0009536311656441713,0.0009571456097560969,0.000960617454545454,0.0012239631325301195,0.0012328776646706578,0.002307467678571426,0.002575370236686388,0.0031870529999999996,0.004475297656162063,0.03671041262133812,0.08396624602908438,1.2810103204248606,0.48687172751268193,0.0030040990078173666,,
Other Asia Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000010526315789473684,0,0,0,0,0,0.00045,0.00045,0.0002,0.0002,0.0002,0.0002,0.00021640218000000002,0.00004919092,0.000058662070000000013,0.000058250670000000006,0.00010138048980181457,0.0003197388864512052,0.00038939403947473174,0.00044735096313737016,0.0005825852901557986,0.0007152807370184965,0.0008697817203427885,0.0009389743887717754,0.0010289868362398091,0.0012769962090452244,0.001454713826724605,0.0016332211592017616,0.0022145153028078767,0.002966603567390091,0.00407151675613691,0.005423264447950814,0.006409437749148784,0.00807441041829812,0.010795384597857106,0.0137422559486918,0.015492387394365143,0.12427381099163037,0.2681973533301736,0.0005542782701517199,,
Total Asia Pacific,0.016440000000000003,0.01643,0.014240000000000001,0.01577,0.01608,0.01776704,0.017546110000000004,0.017855910000000003,0.018349980000000002,0.02496269105263158,0.026543343684210526,0.025870645789473685,0.026224434736842106,0.029174713684210526,0.03712920421052632,0.05173433157894737,0.07071965421052633,0.15951894753157897,0.1806780656605263,0.1974213741105263,0.2079148751157895,0.21689890047368424,0.22009749936842105,0.23826704728421053,0.26243339029473683,0.22370405210764832,0.22969702853464863,0.23254408285453823,0.23253450602532008,0.27007967675040734,0.3209440013418646,0.32545389641825684,0.36298793157638953,0.3923432089782908,0.4354221057844127,0.47600496252106966,0.49049584841401,0.5129967517012632,0.546308017276879,0.6205368858340035,0.7172010521120663,0.821402837624813,0.9417740569170164,1.1249847220487665,1.3837960139475807,1.761004986969485,2.187255688189569,2.6230615858880153,3.2291338559946263,3.8952909555445974,4.589665987260723,5.645479674798326,7.239127247879585,8.883730950724996,10.244600417413254,11.741587498246574,0.14299300909620682,0.2216373291784448,0.4200841769377833,,
Total World,0.17985232095652648,0.19806006895272862,0.1998657074264804,0.22120045096175944,0.23257964376537182,0.2569319598650858,0.2787916846328396,0.2987710081971983,0.32084923820256606,0.3395881358251306,0.3448367862763181,0.3846095586934621,0.40562557227460166,0.4297047784081864,0.4617532881874489,0.4939586384962013,0.5316504248350118,0.6138905690610955,0.6805372783193294,0.760602849633424,0.7786819955311298,0.8573314830023063,0.9184883434264798,0.9462250339109283,1.072602890636166,1.2102343885914466,1.2661088385002817,1.3617364097139797,1.4156002403769763,1.4814861885436603,1.5526439957558078,1.604754379398289,1.7406114304345657,1.8551515808336,1.9952572924950098,2.1851312845223503,2.300888399704273,2.570248694177456,2.7757991313657344,3.1506232999706194,3.5127853124096533,3.9472579278643933,4.52395274346224,5.212625628246919,6.004565583071162,7.144685797583301,8.472948165942077,9.902111217077058,11.479614937148783,12.955045668920937,14.884958996500213,16.760232777177904,19.62140483712902,22.17735621112163,24.864190435538312,27.950558823322606,0.1210576611585088,0.15268136751765993,1,,
